customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,Segment
13928,10,4,464.57,5,4,2,542,At Risk
13929,168,2,842.65,2,2,3,223,Others
13930,57,2,337.34,3,2,2,322,Others
13931,95,2,1237.53,2,2,4,224,Others
13932,294,1,307.4,1,1,2,112,Lost Customers
13933,108,2,608.79,2,2,3,223,Others
13934,263,1,922.1,1,1,3,113,Lost Customers
13936,179,1,376.58,1,1,2,112,Lost Customers
13937,168,1,158.85,2,1,1,211,Others
13938,34,1,71.66,3,1,1,311,Others
13939,22,3,568.55,4,3,3,433,At Risk
13940,16,4,839.14,4,4,3,443,At Risk
13941,21,5,5112.96,4,4,5,445,At Risk
13946,78,3,561.57,2,3,3,233,At Risk
13947,64,1,90.6,3,1,1,311,Others
13948,360,1,102,1,1,1,111,Lost Customers
13949,2,6,2427.32,5,5,5,555,At Risk
13950,10,4,745.06,5,4,3,543,At Risk
13951,175,3,674.45,2,3,3,233,At Risk
13952,217,2,3251.071,1,2,5,125,Others
13953,6,7,3515.68,5,5,5,555,At Risk
13954,1,2,439.92,5,3,2,532,At Risk
13955,153,2,322.96,2,3,2,232,At Risk
13956,4,5,1019.27,5,4,4,544,At Risk
13959,78,3,594.04,2,3,3,233,At Risk
13960,20,2,230.22,4,3,1,431,At Risk
13962,21,2,169.55,4,3,1,431,At Risk
13963,307,4,664.54,1,4,3,143,Loyal Customers
13967,145,1,80.7,2,1,1,211,Others
13969,6,18,9024.17,5,5,5,555,At Risk
13971,18,8,2758.26,4,5,5,455,At Risk
13972,70,2,190.25,3,3,1,331,At Risk
13973,286,1,264.7,1,1,2,112,Lost Customers
13974,48,1,413.59,3,1,2,312,Others
13975,30,6,2461.24,4,5,5,455,At Risk
13976,206,1,357.98,1,1,2,112,Lost Customers
13978,14,2,196.79,4,3,1,431,At Risk
13979,72,1,869.87,2,1,3,213,Others
13980,59,1,200.14,3,1,1,311,Others
13982,38,4,1871.81,3,4,4,344,At Risk
13983,29,12,2603.43,4,5,5,455,At Risk
13984,26,5,920.51,4,4,3,443,At Risk
13985,3,15,7060.13,5,5,5,555,At Risk
13986,16,1,320.46,4,1,2,412,Others
13988,19,6,4147.96,4,5,5,455,At Risk
13989,65,2,1266.08,3,3,4,334,At Risk
13990,212,1,311.3,1,1,2,112,Lost Customers
13991,11,6,852.88,5,5,3,553,At Risk
13992,29,1,76.8,4,1,1,411,Others
13993,42,9,3466.36,3,5,5,355,At Risk
13994,3,6,2274.14,5,5,5,555,At Risk
13995,14,5,1393.69,4,4,4,444,At Risk
13999,9,12,3901.81,5,5,5,555,At Risk
14000,210,1,635.66,1,1,3,113,Lost Customers
14001,45,3,2043.08,3,3,4,334,At Risk
14002,133,2,529.73,2,3,3,233,At Risk
14004,42,7,4582.64,3,5,5,355,At Risk
14005,9,5,2874.72,5,4,5,545,At Risk
14006,115,3,962.19,2,3,4,234,At Risk
14009,197,2,695.61,1,3,3,133,Loyal Customers
14012,277,1,328.8,1,1,2,112,Lost Customers
14013,109,3,473.02,2,3,2,232,At Risk
14014,76,1,505.18,2,1,3,213,Others
14015,52,1,917.34,3,1,3,313,Others
14016,161,4,4341.21,2,4,5,245,At Risk
14019,46,3,1421.61,3,3,4,334,At Risk
14020,16,2,642.8,4,3,3,433,At Risk
14021,154,3,631.9,2,3,3,233,At Risk
14022,224,1,440,1,1,2,112,Lost Customers
14023,6,2,584.07,5,3,3,533,At Risk
14024,121,2,327.7,2,3,2,232,At Risk
14027,60,1,104.82,3,1,1,311,Others
14029,62,2,467.66,3,3,2,332,At Risk
14030,17,8,2358.84,4,5,5,455,At Risk
14031,6,19,17286.86,5,5,5,555,At Risk
14032,1,11,2975.59,5,5,5,555,At Risk
14034,21,3,648.89,4,3,3,433,At Risk
14035,28,5,1428.02,4,4,4,444,At Risk
14036,284,1,626.65,1,1,3,113,Lost Customers
14037,175,2,147.2,2,3,1,231,At Risk
14038,77,3,1560.38,2,3,4,234,At Risk
14039,32,1,152.2,4,1,1,411,Others
14040,40,12,3560.32,3,5,5,355,At Risk
14041,265,1,141.41,1,1,1,111,Lost Customers
14044,26,4,646.42,4,4,3,443,At Risk
14045,108,4,1659.75,2,4,4,244,At Risk
14046,283,1,154.99,1,1,1,111,Lost Customers
14047,8,5,1308.61,5,4,4,544,At Risk
14048,304,1,409.93,1,1,2,112,Lost Customers
14049,16,4,5578.72,4,4,5,445,At Risk
14050,31,2,746.36,4,3,3,433,At Risk
14051,0,23,15610.39,5,5,5,555,At Risk
14052,19,1,225.36,4,1,1,411,Others
14053,123,2,260.25,2,3,2,232,At Risk
14054,64,1,92.46,3,1,1,311,Others
14055,105,1,725.64,2,1,3,213,Others
14056,0,23,8152.71,5,5,5,555,At Risk
14057,23,17,6211.66,4,5,5,455,At Risk
14059,266,1,183.6,1,1,1,111,Lost Customers
14060,4,19,6140.42,5,5,5,555,At Risk
14062,9,12,10464.85,5,5,5,555,At Risk
14064,28,5,1334.34,4,4,4,444,At Risk
14066,266,1,152.55,1,1,1,111,Lost Customers
14067,63,2,374.7,3,3,2,332,At Risk
14068,319,1,265.85,1,1,2,112,Lost Customers
14071,3,8,1437.57,5,5,4,554,At Risk
14073,31,1,151.04,4,1,1,411,Others
14075,4,3,942.26,5,3,4,534,At Risk
14076,128,1,118.67,2,1,1,211,Others
14077,40,5,499.42,3,4,3,343,At Risk
14078,101,6,1049.37,2,5,4,254,At Risk
14079,124,1,375.1,2,1,2,212,Others
14080,32,1,45.6,4,1,1,411,Others
14081,301,2,921.62,1,3,3,133,Loyal Customers
14082,364,1,182.25,1,1,1,111,Lost Customers
14083,3,9,1002.9,5,5,4,554,At Risk
14085,1,18,4421.29,5,5,5,555,At Risk
14087,2,1,191.47,5,1,1,511,Others
14088,9,13,50491.81,5,5,5,555,At Risk
14089,56,1,158.75,3,1,1,311,Others
14090,324,1,76.32,1,1,1,111,Lost Customers
14092,7,14,4076.91,5,5,5,555,At Risk
14093,11,1,433.86,5,1,2,512,Others
14096,3,17,65164.79,5,5,5,555,At Risk
14098,36,1,147.35,3,1,1,311,Others
14099,15,11,3104.17,4,5,5,455,At Risk
14100,137,1,191.95,2,1,1,211,Others
14101,73,6,5976.79,2,5,5,255,At Risk
14102,4,5,1105.88,5,4,4,544,At Risk
14104,154,2,216.21,2,3,1,231,At Risk
14105,238,1,1266.23,1,1,4,114,Lost Customers
14107,51,7,2703.23,3,5,5,355,At Risk
14108,30,2,597.91,4,3,3,433,At Risk
14109,72,1,144.2,2,1,1,211,Others
14110,3,12,5683.15,5,5,5,555,At Risk
14111,13,4,692.85,4,4,3,443,At Risk
14112,22,7,2915.15,4,5,5,455,At Risk
14113,3,4,1840.42,5,4,4,544,At Risk
14114,273,2,386.53,1,3,2,132,Loyal Customers
14116,19,5,1382.74,4,4,4,444,At Risk
14117,143,1,90,2,1,1,211,Others
14121,3,4,2780.15,5,4,5,545,At Risk
14124,83,1,419.58,2,1,2,212,Others
14125,10,3,2720.63,5,3,5,535,At Risk
14126,7,3,706.13,5,3,3,533,At Risk
14127,122,3,709.71,2,3,3,233,At Risk
14128,60,2,637.5,3,3,3,333,At Risk
14129,1,5,1123.86,5,4,4,544,At Risk
14130,318,1,480.91,1,1,2,112,Lost Customers
14132,1,11,3586.03,5,5,5,555,At Risk
14133,129,3,605.64,2,3,3,233,At Risk
14135,1,15,4690.31,5,5,5,555,At Risk
14138,1,2,965.88,5,3,4,534,At Risk
14139,45,1,415.82,3,1,2,312,Others
14140,3,2,935.05,5,3,4,534,At Risk
14141,2,4,915.13,5,4,3,543,At Risk
14142,372,1,311.81,1,1,2,112,Lost Customers
14143,133,1,115.8,2,1,1,211,Others
14145,46,4,3742.2,3,4,5,345,At Risk
14146,8,5,4191,5,4,5,545,At Risk
14147,77,2,483.4,2,3,2,232,At Risk
14148,233,1,157.2,1,1,1,111,Lost Customers
14149,220,1,446.62,1,1,2,112,Lost Customers
14150,35,2,658.64,3,3,3,333,At Risk
14152,74,2,621.29,2,3,3,233,At Risk
14154,238,2,1345.62,1,3,4,134,Loyal Customers
14155,265,1,118.75,1,1,1,111,Lost Customers
14156,9,55,117210.08,5,5,5,555,At Risk
14157,19,2,424.89,4,3,2,432,At Risk
14158,39,1,507.66,3,1,3,313,Others
14159,19,11,4630.35,4,5,5,455,At Risk
14161,215,3,1097.62,1,3,4,134,Loyal Customers
14162,173,2,289.36,2,3,2,232,At Risk
14163,86,4,2445.91,2,4,5,245,At Risk
14164,70,2,1631.77,3,3,4,334,At Risk
14165,275,1,120.44,1,1,1,111,Lost Customers
14167,38,4,562.59,3,4,3,343,At Risk
14171,97,1,363.79,2,1,2,212,Others
14173,10,4,450.84,5,4,2,542,At Risk
14174,32,1,134.46,4,1,1,411,Others
14175,59,3,3222.3,3,3,5,335,At Risk
14176,296,4,576.9,1,4,3,143,Loyal Customers
14177,85,4,549.46,2,4,3,243,At Risk
14178,8,7,1600.26,5,5,4,554,At Risk
14179,40,2,701.57,3,3,3,333,At Risk
14180,10,25,4748.52,5,5,5,555,At Risk
14184,66,1,452.89,3,1,2,312,Others
14185,330,1,197.65,1,1,1,111,Lost Customers
14188,30,6,2054.36,4,5,4,454,At Risk
14189,1,15,4654.08,5,5,5,555,At Risk
14191,1,13,4684.76,5,5,5,555,At Risk
14193,67,2,853.39,3,3,3,333,At Risk
14194,4,21,11349.52,5,5,5,555,At Risk
14195,201,2,1012,1,3,4,134,Loyal Customers
14196,106,1,335.52,2,1,2,212,Others
14198,17,4,701.4,4,4,3,443,At Risk
14199,217,1,185.4,1,1,1,111,Lost Customers
14201,59,7,747.44,3,5,3,353,At Risk
14204,1,1,150.61,5,1,1,511,Others
14205,16,2,466.7,4,3,2,432,At Risk
14206,238,1,328.16,1,1,2,112,Lost Customers
14208,94,1,151.74,2,1,1,211,Others
14209,10,6,2073.43,5,5,5,555,At Risk
14210,105,6,1905.84,2,5,4,254,At Risk
14211,52,9,2241.1,3,5,5,355,At Risk
14212,89,1,1070.48,2,1,4,214,Others
14214,30,5,1004.38,4,4,4,444,At Risk
14215,11,6,1789.72,5,5,4,554,At Risk
14216,2,4,1839.3,5,4,4,544,At Risk
14217,1,17,2004.98,5,5,4,554,At Risk
14218,42,1,169.48,3,1,1,311,Others
14219,3,1,89.94,5,1,1,511,Others
14220,246,2,632.4,1,3,3,133,Loyal Customers
14221,41,9,3432.8,3,5,5,355,At Risk
14222,176,1,683.17,2,1,3,213,Others
14223,91,3,991.13,2,3,4,234,At Risk
14224,109,4,1009.73,2,4,4,244,At Risk
14226,28,5,2214.79,4,4,5,445,At Risk
14227,25,10,3350.96,4,5,5,455,At Risk
14229,51,3,1547.2,3,3,4,334,At Risk
14231,183,3,925.71,1,3,3,133,Loyal Customers
14232,42,5,2048.07,3,4,4,344,At Risk
14233,48,4,1462.72,3,4,4,344,At Risk
14234,21,4,754.12,4,4,3,443,At Risk
14235,74,5,3144.86,2,4,5,245,At Risk
14236,80,2,490.86,2,3,3,233,At Risk
14237,372,1,161,1,1,1,111,Lost Customers
14238,325,1,146.85,1,1,1,111,Lost Customers
14239,42,11,2380.85,3,5,5,355,At Risk
14240,29,2,890.34,4,3,3,433,At Risk
14241,183,1,213.7,1,1,1,111,Lost Customers
14242,234,2,280.55,1,3,2,132,Loyal Customers
14243,8,10,2588.77,5,5,5,555,At Risk
14245,219,2,1693.45,1,3,4,134,Loyal Customers
14246,110,3,1474.06,2,3,4,234,At Risk
14247,277,1,136.77,1,1,1,111,Lost Customers
14248,317,1,302.58,1,1,2,112,Lost Customers
14250,6,3,1904.05,5,3,4,534,At Risk
14251,1,5,2879.7,5,4,5,545,At Risk
14256,259,2,969.06,1,3,4,134,Loyal Customers
14257,63,5,3099.72,3,4,5,345,At Risk
14258,8,9,12669.98,5,5,5,555,At Risk
14259,141,1,120,2,1,1,211,Others
14261,50,2,1163.45,3,3,4,334,At Risk
14262,7,8,2618.23,5,5,5,555,At Risk
14264,154,2,333.97,2,3,2,232,At Risk
14265,108,2,530.18,2,3,3,233,At Risk
14267,162,3,1516.24,2,3,4,234,At Risk
14270,331,1,492.65,1,1,3,113,Lost Customers
14271,225,1,112.32,1,1,1,111,Lost Customers
14272,73,2,437.96,2,3,2,232,At Risk
14273,50,4,559.97,3,4,3,343,At Risk
14276,98,3,1119.74,2,3,4,234,At Risk
14277,14,3,4188,4,3,5,435,At Risk
14280,196,1,134.04,1,1,1,111,Lost Customers
14282,2,15,3701.44,5,5,5,555,At Risk
14284,30,2,595.25,4,3,3,433,At Risk
14285,20,4,1910.01,4,4,4,444,At Risk
14286,23,3,4628.75,4,3,5,435,At Risk
14287,7,3,176.63,5,3,1,531,At Risk
14288,212,1,426.6,1,1,2,112,Lost Customers
14289,8,6,911.26,5,5,3,553,At Risk
14290,10,5,2314.65,5,4,5,545,At Risk
14291,1,11,3883.25,5,5,5,555,At Risk
14292,7,9,4871.93,5,5,5,555,At Risk
14293,2,4,1046.56,5,4,4,544,At Risk
14295,39,1,166.2,3,1,1,311,Others
14297,17,4,1305.33,4,4,4,444,At Risk
14298,7,44,51527.3,5,5,5,555,At Risk
14299,7,9,3965.62,5,5,5,555,At Risk
14300,18,1,43.2,4,1,1,411,Others
14301,116,1,640.14,2,1,3,213,Others
14304,222,1,383.45,1,1,2,112,Lost Customers
14305,70,3,1858.96,3,3,4,334,At Risk
14306,50,2,2093.32,3,3,5,335,At Risk
14307,88,6,2995.72,2,5,5,255,At Risk
14309,7,9,2352.53,5,5,5,555,At Risk
14311,242,1,310.26,1,1,2,112,Lost Customers
14312,46,6,1611.59,3,5,4,354,At Risk
14314,106,1,120,2,1,1,211,Others
14315,44,6,2481.13,3,5,5,355,At Risk
14317,64,1,508.58,3,1,3,313,Others
14320,206,2,477.79,1,3,2,132,Loyal Customers
14321,10,5,1530.75,5,4,4,544,At Risk
14323,114,2,605.06,2,3,3,233,At Risk
14326,241,1,183.85,1,1,1,111,Lost Customers
14327,162,1,311.65,2,1,2,212,Others
14329,16,7,4975.24,4,5,5,455,At Risk
14331,123,2,462.66,2,3,2,232,At Risk
14332,22,3,840.21,4,3,3,433,At Risk
14333,67,1,415.2,3,1,2,312,Others
14334,16,8,2552.21,4,5,5,455,At Risk
14335,15,2,454.86,4,3,2,432,At Risk
14336,16,4,1614.91,4,4,4,444,At Risk
14338,160,2,588.22,2,3,3,233,At Risk
14339,242,1,309.52,1,1,2,112,Lost Customers
14340,218,1,134.7,1,1,1,111,Lost Customers
14341,44,8,2166.98,3,5,5,355,At Risk
14342,20,4,668.56,4,4,3,443,At Risk
14344,126,8,889.93,2,5,3,253,At Risk
14345,38,1,108.98,3,1,1,311,Others
14346,120,2,1021.58,2,3,4,234,At Risk
14348,259,1,409.57,1,1,2,112,Lost Customers
14349,9,1,133.5,5,1,1,511,Others
14350,273,1,282.93,1,1,2,112,Lost Customers
14351,164,1,51,2,1,1,211,Others
14352,156,4,1078.96,2,4,4,244,At Risk
14353,214,1,90.6,1,1,1,111,Lost Customers
14354,5,2,163.62,5,3,1,531,At Risk
14355,365,1,174.4,1,1,1,111,Lost Customers
14356,79,2,701.23,2,3,3,233,At Risk
14357,42,1,225.12,3,1,1,311,Others
14359,18,3,912.18,4,3,3,433,At Risk
14360,31,4,2118.03,4,4,5,445,At Risk
14362,21,1,151.5,4,1,1,411,Others
14364,108,8,3717.35,2,5,5,255,At Risk
14367,7,16,9227.82,5,5,5,555,At Risk
14368,319,1,155,1,1,1,111,Lost Customers
14371,294,1,100.5,1,1,1,111,Lost Customers
14373,357,1,76.55,1,1,1,111,Lost Customers
14375,184,1,235.56,1,1,1,111,Lost Customers
14377,190,2,617.05,1,3,3,133,Loyal Customers
14379,43,2,348.1,3,3,2,332,At Risk
14381,51,1,202.68,3,1,1,311,Others
14382,25,1,615.49,4,1,3,413,Others
14383,37,3,1247.69,3,3,4,334,At Risk
14385,8,3,202.11,5,3,1,531,At Risk
14386,296,1,142.4,1,1,1,111,Lost Customers
14387,32,3,1727.6,4,3,4,434,At Risk
14388,9,8,3212.84,5,5,5,555,At Risk
14389,64,2,1043.46,3,3,4,334,At Risk
14390,9,9,4642.57,5,5,5,555,At Risk
14393,217,1,67.95,1,1,1,111,Lost Customers
14395,1,9,3479.91,5,5,5,555,At Risk
14396,64,2,487.99,3,3,3,333,At Risk
14397,2,19,2612.96,5,5,5,555,At Risk
14400,148,1,574.7,2,1,3,213,Others
14401,3,13,4051.48,5,5,5,555,At Risk
14403,129,4,1475.81,2,4,4,244,At Risk
14404,33,6,1449.32,3,5,4,354,At Risk
14406,118,1,156.75,2,1,1,211,Others
14407,106,6,2157.73,2,5,5,255,At Risk
14408,10,7,2599.03,5,5,5,555,At Risk
14409,70,6,2059.45,3,5,5,355,At Risk
14410,91,9,1100.27,2,5,4,254,At Risk
14411,310,1,1063,1,1,4,114,Lost Customers
14412,42,2,770.03,3,3,3,333,At Risk
14413,361,1,121.05,1,1,1,111,Lost Customers
14414,91,7,1496.98,2,5,4,254,At Risk
14415,0,13,5855.57,5,5,5,555,At Risk
14416,21,2,490.22,4,3,3,433,At Risk
14418,3,3,1937.25,5,3,4,534,At Risk
14419,10,6,1051.79,5,5,4,554,At Risk
14420,98,1,387.52,2,1,2,212,Others
14421,56,2,813.11,3,3,3,333,At Risk
14422,0,6,4263.64,5,5,5,555,At Risk
14423,217,1,265.2,1,1,2,112,Lost Customers
14424,17,1,322.08,4,1,2,412,Others
14426,23,10,4481.67,4,5,5,455,At Risk
14427,49,2,363.34,3,3,2,332,At Risk
14428,6,5,1224.06,5,4,4,544,At Risk
14431,302,1,470.36,1,1,2,112,Lost Customers
14432,9,6,2248.5,5,5,5,555,At Risk
14434,21,6,1372.8,4,5,4,454,At Risk
14436,98,1,89.06,2,1,1,211,Others
14437,365,1,63,1,1,1,111,Lost Customers
14438,305,1,131.9,1,1,1,111,Lost Customers
14439,319,1,2661.24,1,1,5,115,Lost Customers
14440,7,5,2357.68,5,4,5,545,At Risk
14441,0,4,1712.89,5,4,4,544,At Risk
14442,204,2,1589.82,1,3,4,134,Loyal Customers
14443,53,4,1420.2,3,4,4,344,At Risk
14446,0,4,1010.35,5,4,4,544,At Risk
14447,18,5,1163.23,4,4,4,444,At Risk
14448,8,2,375.35,5,3,2,532,At Risk
14449,18,4,885.8,4,4,3,443,At Risk
14450,180,3,483.25,1,3,2,132,Loyal Customers
14451,59,2,643.9,3,3,3,333,At Risk
14452,10,2,259.05,5,3,2,532,At Risk
14453,189,1,119.93,1,1,1,111,Lost Customers
14456,4,9,3017.28,5,5,5,555,At Risk
14457,310,1,113.64,1,1,1,111,Lost Customers
14459,154,1,1837.92,2,1,4,214,Others
14460,109,3,434.34,2,3,2,232,At Risk
14461,147,3,2103.06,2,3,5,235,At Risk
14462,65,11,1980.57,3,5,4,354,At Risk
14463,97,3,529.62,2,3,3,233,At Risk
14465,246,3,1038.44,1,3,4,134,Loyal Customers
14466,28,7,2272.4,4,5,5,455,At Risk
14467,17,4,596.26,4,4,3,443,At Risk
14470,11,2,461.19,5,3,2,532,At Risk
14472,103,8,1852.67,2,5,4,254,At Risk
14473,73,2,234.34,2,3,1,231,At Risk
14474,45,1,547.66,3,1,3,313,Others
14475,71,3,925.85,3,3,3,333,At Risk
14476,256,1,193,1,1,1,111,Lost Customers
14477,19,4,1309.6,4,4,4,444,At Risk
14479,253,2,316.25,1,3,2,132,Loyal Customers
14480,10,1,279.05,5,1,2,512,Others
14481,164,2,636.51,2,3,3,233,At Risk
14482,17,6,2022.81,4,5,4,454,At Risk
14483,281,1,137.1,1,1,1,111,Lost Customers
14484,49,1,321.92,3,1,2,312,Others
14485,38,1,162.8,3,1,1,311,Others
14487,26,6,1165.48,4,5,4,454,At Risk
14488,67,1,1064.28,3,1,4,314,Others
14489,206,1,463.38,1,1,2,112,Lost Customers
14491,174,2,340.93,2,3,2,232,At Risk
14493,6,5,2383.24,5,4,5,545,At Risk
14494,25,1,139.56,4,1,1,411,Others
14495,50,2,123.8,3,3,1,331,At Risk
14496,311,2,538.81,1,3,3,133,Loyal Customers
14497,308,1,475.37,1,1,2,112,Lost Customers
14498,42,5,1957.32,3,4,4,344,At Risk
14499,25,3,808.44,4,3,3,433,At Risk
14500,87,3,356.85,2,3,2,232,At Risk
14501,183,2,251.21,1,3,2,132,Loyal Customers
14502,19,11,2429.83,4,5,5,455,At Risk
14503,2,6,3543.26,5,5,5,555,At Risk
14504,46,4,673.26,3,4,3,343,At Risk
14505,16,8,5859.43,4,5,5,455,At Risk
14506,16,5,1960.65,4,4,4,444,At Risk
14507,23,6,1367.88,4,5,4,454,At Risk
14508,21,2,268.05,4,3,2,432,At Risk
14511,10,5,1314.81,5,4,4,544,At Risk
14512,187,2,275.28,1,3,2,132,Loyal Customers
14513,100,3,455.59,2,3,2,232,At Risk
14514,60,3,990.2,3,3,4,334,At Risk
14515,17,6,2076.89,4,5,5,455,At Risk
14517,32,2,330.45,4,3,2,432,At Risk
14518,63,1,174.37,3,1,1,311,Others
14520,1,2,270.6,5,3,2,532,At Risk
14522,23,4,974.54,4,4,4,444,At Risk
14523,107,1,241.09,2,1,1,211,Others
14524,31,9,1843.83,4,5,4,454,At Risk
14525,19,9,4215.9,4,5,5,455,At Risk
14527,2,55,8507.13,5,5,5,555,At Risk
14528,36,1,364.22,3,1,2,312,Others
14529,59,3,578.61,3,3,3,333,At Risk
14530,25,6,2862.11,4,5,5,455,At Risk
14532,235,4,932.85,1,4,3,143,Loyal Customers
14533,24,7,1949.72,4,5,4,454,At Risk
14534,2,18,4397.3,5,5,5,555,At Risk
14535,59,3,2854.84,3,3,5,335,At Risk
14536,259,1,170.95,1,1,1,111,Lost Customers
14537,57,1,355.56,3,1,2,312,Others
14538,64,2,388.25,3,3,2,332,At Risk
14539,15,2,537.48,4,3,3,433,At Risk
14540,9,3,952.66,5,3,4,534,At Risk
14541,58,8,1453.35,3,5,4,354,At Risk
14542,185,1,103.25,1,1,1,111,Lost Customers
14543,28,16,3599.73,4,5,5,455,At Risk
14544,23,2,2004.3,4,3,4,434,At Risk
14546,4,5,2573.93,5,4,5,545,At Risk
14547,3,8,3974.75,5,5,5,555,At Risk
14548,150,2,652.8,2,3,3,233,At Risk
14549,310,1,289.24,1,1,2,112,Lost Customers
14550,10,2,757.37,5,3,3,533,At Risk
14551,17,2,186.23,4,3,1,431,At Risk
14552,151,1,164.22,2,1,1,211,Others
14553,18,5,859.27,4,4,3,443,At Risk
14554,9,4,2279.49,5,4,5,545,At Risk
14555,56,2,312.54,3,3,2,332,At Risk
14557,84,1,788.38,2,1,3,213,Others
14560,6,22,2237.77,5,5,5,555,At Risk
14561,75,3,1080.76,2,3,4,234,At Risk
14562,3,18,5006.77,5,5,5,555,At Risk
14565,95,4,3099.12,2,4,5,245,At Risk
14566,110,1,1432,2,1,4,214,Others
14567,56,2,1530.36,3,3,4,334,At Risk
14569,0,1,227.39,5,1,1,511,Others
14570,280,2,218.06,1,3,1,131,Loyal Customers
14572,2,7,2804.54,5,5,5,555,At Risk
14573,179,9,1639.82,1,5,4,154,Loyal Customers
14576,371,1,35.4,1,1,1,111,Lost Customers
14577,12,4,859.71,5,4,3,543,At Risk
14578,2,1,168.63,5,1,1,511,Others
14581,16,1,138.6,4,1,1,411,Others
14582,40,1,114.11,3,1,1,311,Others
14583,5,5,986.96,5,4,4,544,At Risk
14584,168,4,1033.06,2,4,4,244,At Risk
14585,49,1,157.05,3,1,1,311,Others
14586,276,1,237.36,1,1,1,111,Lost Customers
14587,18,9,1580.29,4,5,4,454,At Risk
14589,371,1,39.75,1,1,1,111,Lost Customers
14591,14,4,1320.21,4,4,4,444,At Risk
14592,34,3,557.94,3,3,3,333,At Risk
14593,21,3,617.15,4,3,3,433,At Risk
14594,6,2,363.33,5,3,2,532,At Risk
14595,19,6,1740.6,4,5,4,454,At Risk
14597,10,2,866.24,5,3,3,533,At Risk
14598,43,1,221.97,3,1,1,311,Others
14600,305,1,393.33,1,1,2,112,Lost Customers
14601,10,1,213.96,5,1,1,511,Others
14603,274,1,660,1,1,3,113,Lost Customers
14606,0,93,12076.15,5,5,5,555,At Risk
14607,15,14,16209.5,4,5,5,455,At Risk
14608,3,4,1785.15,5,4,4,544,At Risk
14609,71,4,601.56,3,4,3,343,At Risk
14616,242,3,406.08,1,3,2,132,Loyal Customers
14618,8,3,553.44,5,3,3,533,At Risk
14619,245,1,394.44,1,1,2,112,Lost Customers
14620,205,2,412.78,1,3,2,132,Loyal Customers
14621,0,5,1788.36,5,4,4,544,At Risk
14622,184,1,320.58,1,1,2,112,Lost Customers
14623,31,5,886.7,4,4,3,443,At Risk
14624,56,2,225.85,3,3,1,331,At Risk
14625,195,2,899.63,1,3,3,133,Loyal Customers
14626,23,4,2791.27,4,4,5,445,At Risk
14628,90,2,671.96,2,3,3,233,At Risk
14629,3,2,955.26,5,3,4,534,At Risk
14631,50,3,1006.98,3,3,4,334,At Risk
14632,262,1,114.56,1,1,1,111,Lost Customers
14633,265,1,344.9,1,1,2,112,Lost Customers
14636,35,2,609.85,3,3,3,333,At Risk
14638,50,1,443.6,3,1,2,312,Others
14639,51,6,2984.49,3,5,5,355,At Risk
14640,23,6,2107.38,4,5,5,455,At Risk
14641,21,1,110.46,4,1,1,411,Others
14642,58,1,96.12,3,1,1,311,Others
14643,169,2,693.81,2,3,3,233,At Risk
14644,67,2,830.76,3,3,3,333,At Risk
14645,156,2,597.09,2,3,3,233,At Risk
14646,1,73,280206.02,5,5,5,555,At Risk
14647,200,1,236.04,1,1,1,111,Lost Customers
14649,4,4,1402.59,5,4,4,544,At Risk
14651,66,2,653.75,3,3,3,333,At Risk
14652,76,1,114.18,2,1,1,211,Others
14653,0,7,1926.65,5,5,4,554,At Risk
14655,7,4,1932.23,5,4,4,544,At Risk
14656,168,2,291.05,2,3,2,232,At Risk
14657,17,4,848.22,4,4,3,443,At Risk
14658,4,2,247.15,5,3,1,531,At Risk
14659,8,9,2529.93,5,5,5,555,At Risk
14660,86,2,285.74,2,3,2,232,At Risk
14661,26,1,107.95,4,1,1,411,Others
14662,28,4,741.37,4,4,3,443,At Risk
14664,19,2,636.24,4,3,3,433,At Risk
14665,60,5,1835.7,3,4,4,344,At Risk
14666,23,1,195.25,4,1,1,411,Others
14667,10,25,9175.04,5,5,5,555,At Risk
14669,241,3,1259.24,1,3,4,134,Loyal Customers
14670,279,2,392.86,1,3,2,132,Loyal Customers
14672,234,2,765.55,1,3,3,133,Loyal Customers
14673,2,5,1736.4,5,4,4,544,At Risk
14675,15,1,596.36,4,1,3,413,Others
14676,30,6,2548.24,4,5,5,455,At Risk
14680,24,16,28754.11,4,5,5,455,At Risk
14681,70,3,498.95,3,3,3,333,At Risk
14682,187,2,52,1,3,1,131,Loyal Customers
14684,25,5,1201.51,4,4,4,444,At Risk
14687,106,1,628.38,2,1,3,213,Others
14688,7,21,5579.1,5,5,5,555,At Risk
14689,208,1,112.8,1,1,1,111,Lost Customers
14690,43,2,355.05,3,3,2,332,At Risk
14691,30,5,2114.33,4,4,5,445,At Risk
14692,136,4,591.55,2,4,3,243,At Risk
14693,264,1,172.9,1,1,1,111,Lost Customers
14696,3,7,2078.95,5,5,5,555,At Risk
14697,217,2,188.61,1,3,1,131,Loyal Customers
14698,1,5,1217.27,5,4,4,544,At Risk
14699,213,1,109.13,1,1,1,111,Lost Customers
14700,31,3,2195.1,4,3,5,435,At Risk
14701,10,9,2526.09,5,5,5,555,At Risk
14702,0,17,3251.79,5,5,5,555,At Risk
14703,14,1,318.17,4,1,2,412,Others
14704,10,9,1493.96,5,5,4,554,At Risk
14705,198,1,179,1,1,1,111,Lost Customers
14708,2,3,1126.37,5,3,4,534,At Risk
14709,14,13,4921.04,4,5,5,455,At Risk
